RecordID,Team Shot Name,Row,Column,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
0,Arsenal,0,0,475385,50,BlockedShot,1.06439996337891,0.472,0.10576599836349487,Bukayo Saka,a,7322,OpenPlay,2021,RightFoot,16593,Tottenham,Arsenal,3,0,2022-05-12 18:45:00,Gabriel Martinelli,Pass
0,Arsenal,0,0,476876,20,BlockedShot,1.068,0.284,0.08480630069971085,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16741,Newcastle United,Arsenal,2,0,2022-05-16 19:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,476878,23,SavedShot,0.957600036621094,0.237600006103516,0.02406259998679161,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16741,Newcastle United,Arsenal,2,0,2022-05-16 19:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,476886,59,MissedShots,0.882,0.233600006103516,0.015068200416862965,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16741,Newcastle United,Arsenal,2,0,2022-05-16 19:00:00,Granit Xhaka,Pass
0,Arsenal,0,0,476897,89,BlockedShot,0.966,0.412799987792969,0.05755849927663803,Bukayo Saka,a,7322,OpenPlay,2021,RightFoot,16741,Newcastle United,Arsenal,2,0,2022-05-16 19:00:00,Ben White,Pass
0,Arsenal,0,0,477847,5,MissedShots,1.02839996337891,0.492,0.07562340050935745,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16746,Arsenal,Everton,5,1,2022-05-22 15:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,477862,43,MissedShots,1.032,0.376,0.14237800240516663,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16746,Arsenal,Everton,5,1,2022-05-22 15:00:00,Eddie Nketiah,Chipped
0,Arsenal,0,0,477867,57,BlockedShot,1.07639996337891,0.265600006103516,0.07313810288906097,Bukayo Saka,h,7322,OpenPlay,2021,RightFoot,16746,Arsenal,Everton,5,1,2022-05-22 15:00:00,Martin Odegaard,Pass
0,Arsenal,0,0,425575,50,SavedShot,1.02239996337891,0.44,0.0719166025519371,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16376,Brentford,Arsenal,2,0,2021-08-13 19:00:00,Kieran Tierney,Pass
0,Arsenal,0,0,425592,91,MissedShots,1.05,0.273600006103516,0.060589298605918884,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16376,Brentford,Arsenal,2,0,2021-08-13 19:00:00,Reiss Nelson,Pass
0,Arsenal,0,0,427756,1,SavedShot,0.940800018310547,0.507200012207031,0.03497450053691864,Emile Smith-Rowe,h,7230,OpenPlay,2021,LeftFoot,16394,Arsenal,Chelsea,0,2,2021-08-22 15:30:00,Bukayo Saka,LayOff
0,Arsenal,0,0,427776,68,BlockedShot,1.10039996337891,0.366399993896484,0.08961620181798935,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16394,Arsenal,Chelsea,0,2,2021-08-22 15:30:00,Cédric Soares,Cross
0,Arsenal,0,0,429834,86,SavedShot,1.02239996337891,0.399200012207031,0.11269500106573105,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16407,Arsenal,Norwich,1,0,2021-09-11 14:00:00,Bukayo Saka,Pass
0,Arsenal,0,0,431307,44,MissedShots,1.05960003662109,0.352,0.12505799531936646,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16419,Burnley,Arsenal,0,1,2021-09-18 14:00:00,Nicolas Pepe,Pass
0,Arsenal,0,0,431313,52,SavedShot,1.05839996337891,0.468799987792969,0.11878900229930878,Emile Smith-Rowe,a,7230,OpenPlay,2021,LeftFoot,16419,Burnley,Arsenal,0,1,2021-09-18 14:00:00,Pierre-Emerick Aubameyang,Pass
0,Arsenal,0,0,434197,11,Goal,1.10760003662109,0.392799987792969,0.5376830101013184,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16434,Arsenal,Tottenham,3,1,2021-09-26 15:30:00,Bukayo Saka,Pass
0,Arsenal,0,0,435090,75,SavedShot,1.08,0.254399993896484,0.0558524988591671,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16436,Brighton,Arsenal,0,0,2021-10-02 16:30:00,Thomas Partey,Pass
0,Arsenal,0,0,437259,21,SavedShot,0.928800018310547,0.369600006103516,0.039985399693250656,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16446,Arsenal,Crystal Palace,2,2,2021-10-18 19:00:00,Bukayo Saka,Pass
0,Arsenal,0,0,437271,69,MissedShots,1.05719998168945,0.332,0.07409580051898956,Emile Smith-Rowe,h,7230,OpenPlay,2021,LeftFoot,16446,Arsenal,Crystal Palace,2,2,2021-10-18 19:00:00,Alexandre Lacazette,Cross
0,Arsenal,0,0,437417,10,BlockedShot,1.01280001831055,0.432,0.025910699740052223,Emile Smith-Rowe,h,7230,FromCorner,2021,LeftFoot,16456,Arsenal,Aston Villa,3,1,2021-10-22 19:00:00,Gabriel,HeadPass
