Region,Life Expectancy - Interpolated,Year,Quadrant Region,African Region,Rank,Country Name
Africa,55.91,2009,Africa,Central Africa,141,Country 141
South-East Asia,66.449997,2002,Asia and Oceania,,40,Country 40
Americas,75.220001,2004,Americas,,143,Country 143
Americas,74.330002,2004,Americas,,91,Country 91
Europe,81.779999,2010,Europe,,94,Country 94
Europe,78.75,2003,Europe,,111,Country 111
Africa,59.360001,2008,Africa,Eastern Africa,93,Country 93
South-East Asia,64.550003,2006,Asia and Oceania,,92,Country 92
Americas,74.639999,2012,Americas,,88,Country 88
Africa,48.450001,2006,Africa,Eastern Africa,89,Country 89
Africa,63.950001,2003,Africa,Western Africa,5,Country 5
Africa,61.380001,2009,Africa,Western Africa,164,Country 164
Europe,76.209999,2009,Europe,,149,Country 149
Africa,61.650002,2013,Africa,Eastern Africa,148,Country 148
Africa,73.519997,2013,Africa,Eastern Africa,139,Country 139
Europe,69.220001,2010,Europe,,154,Country 154
Americas,70.550003,2007,Americas,,138,Country 138
Africa,63.959999,2004,Africa,Eastern Africa,99,Country 99
Eastern Mediterranean,77.07,2012,Africa,Northern Africa,98,Country 98
Europe,80.480003,2011,Europe,,97,Country 97
Americas,78.5,2012,Americas,,100,Country 100
Africa,53.849998,2003,Africa,Western Africa,35,Country 35
Europe,81.75,2013,Europe,,102,Country 102
Western Pacific,70.519997,2002,Asia and Oceania,,112,Country 112
Africa,58.919998,2012,Africa,Western Africa,114,Country 114
South-East Asia,73.949997,2008,Asia and Oceania,,3,Country 3
South-East Asia,70.18,2009,Asia and Oceania,,9,Country 9
Europe,78.660004,2012,Asia and Oceania,,4,Country 4
South-East Asia,69.5,2015,Asia and Oceania,,36,Country 36
Africa,56.290001,1998,Africa,Southern Africa,10,Country 10
Africa,52.380001,2005,Africa,Eastern Africa,63,Country 63
Americas,80.5,2011,Americas,,7,Country 7
Europe,73.529999,2009,Europe,,157,Country 157
Europe,72.25,2016,Europe,,151,Country 151
Africa,61.34,2015,Africa,Western Africa,156,Country 156
Eastern Mediterranean,77.949997,2006,Asia and Oceania,,155,Country 155
Americas,73.989998,2010,Americas,,159,Country 159
Europe,79.199997,2009,Europe,,158,Country 158
Europe,70.68,2003,Europe,,54,Country 54
Eastern Mediterranean,71.470001,2002,Africa,Northern Africa,55,Country 55
Africa,59.599998,2006,Africa,Eastern Africa,2,Country 2
Africa,57.939999,2015,Africa,Eastern Africa,39,Country 39
Africa,58.98,2001,Africa,Eastern Africa,148,Country 148
Europe,80.269997,2007,Asia and Oceania,,34,Country 34
Europe,75,2005,Europe,,149,Country 149
Eastern Mediterranean,74.699997,2011,Asia and Oceania,,52,Country 52
Africa,70.540001,2003,Africa,Western Africa,6,Country 6
South-East Asia,64.190002,1997,Asia and Oceania,,9,Country 9
Western Pacific,80.550003,1998,Asia and Oceania,,80,Country 80
Americas,77.720001,1999,Americas,,7,Country 7
Americas,57.41,2002,Americas,,77,Country 77
Europe,82.220001,2014,Europe,,82,Country 82
Europe,76.480003,1998,Europe,,158,Country 158
Americas,74.470001,1997,Americas,,159,Country 159
South-East Asia,69.32,2008,Asia and Oceania,,27,Country 27
Africa,57.619999,2015,Africa,Western Africa,13,Country 13
Europe,71.010002,1998,Europe,,157,Country 157
Eastern Mediterranean,61.610001,2003,Africa,Eastern Africa,59,Country 59
Europe,82.629997,2013,Europe,,57,Country 57
Europe,76.620003,2000,Europe,,58,Country 58
Europe,67.199997,2001,Europe,,29,Country 29
Americas,78.739998,2003,Americas,,7,Country 7
South-East Asia,63.689999,2001,Asia and Oceania,,9,Country 9
Western Pacific,71.389999,2003,Asia and Oceania,,105,Country 105
Africa,69.400002,1999,Africa,Western Africa,6,Country 6
Africa,56.560001,2013,Africa,Eastern Africa,63,Country 63
Europe,65.279999,2001,Europe,,154,Country 154
Europe,77.410004,1998,Europe,,97,Country 97
Americas,78.029999,2015,Americas,,160,Country 160
Europe,72.889999,2005,Europe,,75,Country 75
Europe,77.269997,2009,Europe,,74,Country 74
Western Pacific,80.93,2010,Asia and Oceania,,150,Country 150
Africa,74.580002,2016,Africa,Eastern Africa,117,Country 117
Americas,71.040001,2008,Americas,,73,Country 73
Europe,73.07,2006,Europe,,161,Country 161
Europe,67.82,2006,Europe,,110,Country 110
Africa,60.77,2014,Africa,Western Africa,38,Country 38
Europe,79.099998,2005,Europe,,37,Country 37
South-East Asia,61.610001,1998,Asia and Oceania,,92,Country 92
Americas,71.830002,2012,Americas,,44,Country 44
Europe,71.209999,2002,Europe,,49,Country 49
Europe,74.93,2004,Europe,,67,Country 67
Africa,57.709999,2010,Africa,Eastern Africa,47,Country 47
Africa,60.66,2012,Africa,Eastern Africa,68,Country 68
Africa,48.57,2014,Africa,Southern Africa,50,Country 50
Africa,76.839996,2012,Africa,Northern Africa,48,Country 48
South-East Asia,70.260002,2010,Asia and Oceania,,40,Country 40
Europe,64.300003,1997,Asia and Oceania,,56,Country 56
Americas,76.809998,2013,Americas,,71,Country 71
Africa,44.540001,1998,Africa,Eastern Africa,89,Country 89
Western Pacific,73.010002,2000,Asia and Oceania,,46,Country 46
Africa,58.240002,2012,Africa,Central Africa,45,Country 45
Europe,69.790001,2014,Asia and Oceania,,19,Country 19
Africa,67.059998,2014,Africa,Eastern Africa,2,Country 2
Eastern Mediterranean,73.57,2010,Africa,Northern Africa,55,Country 55
Africa,47.790001,2007,Africa,Eastern Africa,39,Country 39
Americas,78.169998,2007,Americas,,20,Country 20
Europe,73.809998,2011,Europe,,54,Country 54
Europe,82.080002,2015,Asia and Oceania,,34,Country 34
Eastern Mediterranean,70.110001,2003,Asia and Oceania,,52,Country 52
Eastern Mediterranean,74.300003,1997,Africa,Northern Africa,32,Country 32
Africa,66.529999,2016,Africa,Central Africa,11,Country 11
Europe,81.580002,2007,Europe,,134,Country 134
Africa,59.310001,2013,Africa,Southern Africa,162,Country 162
South-East Asia,67.339996,2008,Asia and Oceania,,43,Country 43
Americas,77.519997,2006,Americas,,100,Country 100
Europe,77.82,2001,Europe,,97,Country 97
Africa,66.949997,2014,Africa,Eastern Africa,99,Country 99
Europe,67.089996,1998,Europe,,154,Country 154
Western Pacific,68.870003,2010,Asia and Oceania,,137,Country 137
Africa,63.130001,1999,Africa,Western Africa,127,Country 127
Europe,80.559998,2007,Europe,,102,Country 102
Eastern Mediterranean,76.169998,2006,Africa,Northern Africa,98,Country 98
Europe,80.970001,2004,Europe,,134,Country 134
Africa,49.5,2010,Africa,Eastern Africa,135,Country 135
Eastern Mediterranean,74.809998,1998,Asia and Oceania,,60,Country 60
Americas,76.93,2013,Americas,,133,Country 133
Americas,74.82,2007,Americas,,72,Country 72
Americas,74.169998,2000,Americas,,70,Country 70
Americas,58.810001,2007,Americas,,77,Country 77
Europe,81.709999,2011,Europe,,82,Country 82
Eastern Mediterranean,53.009998,2003,Asia and Oceania,,69,Country 69
Europe,73.230003,2010,Europe,,54,Country 54
Europe,81.400002,2014,Asia and Oceania,,34,Country 34
Eastern Mediterranean,75.510002,2016,Asia and Oceania,,163,Country 163
Africa,67.43,2015,Africa,Eastern Africa,2,Country 2
Africa,51.130001,2005,Africa,Southern Africa,162,Country 162
Africa,46.709999,2006,Africa,Eastern Africa,39,Country 39
Eastern Mediterranean,71.559998,2002,Asia and Oceania,,52,Country 52
Eastern Mediterranean,73.830002,2011,Africa,Northern Africa,55,Country 55
Africa,50.509998,1997,Africa,Western Africa,122,Country 122
Europe,72.980003,2007,Europe,,157,Country 157
Eastern Mediterranean,79.120003,2008,Asia and Oceania,,155,Country 155
Africa,46.27,2008,Africa,Central Africa,129,Country 129
Africa,53.830002,2001,Africa,Western Africa,156,Country 156
Europe,78.639999,2007,Europe,,158,Country 158
South-East Asia,67.93,2005,Asia and Oceania,,40,Country 40
Americas,73.93,2004,Americas,,159,Country 159
Europe,80.389999,2010,Europe,,37,Country 37
Western Pacific,68.050003,2002,Asia and Oceania,,137,Country 137
Europe,72.43,2004,Europe,,75,Country 75
Europe,77.129997,2008,Europe,,74,Country 74
Africa,61.200001,2015,Africa,Western Africa,38,Country 38
Americas,71.339996,2009,Americas,,73,Country 73
Europe,67.599998,2007,Europe,,110,Country 110
Europe,81.379997,2014,Europe,,118,Country 118
Eastern Mediterranean,67.879997,2012,Asia and Oceania,,83,Country 83
Eastern Mediterranean,54.119999,2006,Asia and Oceania,,69,Country 69
Eastern Mediterranean,76.599998,2014,Asia and Oceania,,120,Country 120
Europe,80.029999,2010,Europe,,116,Country 116
Americas,76.760002,2000,Americas,,121,Country 121
Americas,74.230003,2002,Americas,,72,Country 72
Americas,74.129997,2005,Americas,,70,Country 70
Africa,58.509998,2012,Africa,Central Africa,62,Country 62
Africa,65.160004,2013,Africa,Eastern Africa,119,Country 119
Africa,60.220001,2002,Africa,Western Africa,113,Country 113
Africa,59.830002,2016,Africa,Central Africa,141,Country 141
Europe,77.339996,1998,Europe,,37,Country 37
Western Pacific,71.18,2002,Asia and Oceania,,105,Country 105
Europe,67.93,2006,Asia and Oceania,,56,Country 56
Africa,52.130001,2003,Africa,Eastern Africa,63,Country 63
Eastern Mediterranean,75.75,2010,Asia and Oceania,,131,Country 131
Europe,74.57,2004,Europe,,128,Country 128
Eastern Mediterranean,76.040001,2010,Asia and Oceania,,130,Country 130
South-East Asia,70.760002,2015,Asia and Oceania,,9,Country 9
Americas,80.669998,2013,Americas,,7,Country 7
Africa,59.599998,2004,Africa,Eastern Africa,148,Country 148
Western Pacific,66.269997,2014,Asia and Oceania,,17,Country 17
Europe,73.82,2000,Europe,,149,Country 149
Africa,45.66,2007,Africa,Central Africa,129,Country 129
Eastern Mediterranean,75.760002,2004,Africa,Northern Africa,98,Country 98
Americas,76.699997,2004,Americas,,100,Country 100
Europe,80.169998,2005,Europe,,102,Country 102
Africa,66.199997,2012,Africa,Eastern Africa,99,Country 99
Europe,78.620003,2003,Europe,,97,Country 97
Europe,70.940002,2013,Asia and Oceania,,56,Country 56
Africa,49.630001,1998,Africa,Southern Africa,152,Country 152
South-East Asia,76.860001,2011,Asia and Oceania,,26,Country 26
Europe,73.410004,2015,Europe,,23,Country 23
Europe,73.730003,1997,Europe,,149,Country 149
Eastern Mediterranean,62.57,2000,Africa,Northern Africa,22,Country 22
Europe,80.379997,2012,Europe,,24,Country 24
Americas,75.18,2006,Americas,,25,Country 25
Africa,52.630001,2006,Africa,Eastern Africa,63,Country 63
Europe,79.870003,2004,Europe,,102,Country 102
Americas,77.110001,2005,Americas,,100,Country 100
Americas,80.120003,2008,Americas,,7,Country 7
Africa,66.510002,2013,Africa,Eastern Africa,99,Country 99
Europe,78.169998,2002,Europe,,97,Country 97
Europe,66.800003,1997,Europe,,154,Country 154
Eastern Mediterranean,75.980003,2005,Africa,Northern Africa,98,Country 98
South-East Asia,70.260002,2010,Asia and Oceania,,9,Country 9
Africa,59.259998,2011,Africa,Western Africa,38,Country 38
Europe,67.669998,2003,Europe,,110,Country 110
Europe,70.839996,2000,Europe,,75,Country 75
Europe,78.029999,2012,Europe,,74,Country 74
Africa,61.099998,2011,Africa,Eastern Africa,148,Country 148
Europe,76.93,2015,Europe,,149,Country 149
Americas,72.480003,2013,Americas,,73,Country 73
Eastern Mediterranean,64.949997,1997,Asia and Oceania,,145,Country 145
Eastern Mediterranean,75.940002,2011,Asia and Oceania,,131,Country 131
Europe,74.769997,2005,Europe,,128,Country 128
South-East Asia,65.089996,1999,Asia and Oceania,,40,Country 40
Eastern Mediterranean,74.860001,2011,Asia and Oceania,,130,Country 130
Africa,57.439999,2003,Africa,Central Africa,8,Country 8
Europe,68.75,2008,Asia and Oceania,,56,Country 56
Africa,65.900002,2015,Africa,Western Africa,113,Country 113
Africa,55.200001,2000,Africa,Eastern Africa,119,Country 119
Americas,78.129997,2013,Americas,,121,Country 121
Eastern Mediterranean,63.07,2001,Asia and Oceania,,83,Country 83
Eastern Mediterranean,73.059998,2003,Asia and Oceania,,120,Country 120
Europe,79.040001,2003,Europe,,118,Country 118
Europe,79.379997,2007,Europe,,116,Country 116
Africa,59.66,2000,Africa,Western Africa,113,Country 113
Europe,80.940002,2012,Europe,,118,Country 118
Eastern Mediterranean,76.300003,2012,Asia and Oceania,,120,Country 120
Americas,77.07,2002,Americas,,121,Country 121
Eastern Mediterranean,68.419998,2014,Asia and Oceania,,83,Country 83
Europe,79.620003,2008,Europe,,116,Country 116
Africa,66.300003,2015,Africa,Eastern Africa,119,Country 119
Africa,58.740002,2010,Africa,Western Africa,31,Country 31
Eastern Mediterranean,65.730003,2011,Asia and Oceania,,30,Country 30
Europe,72.529999,2002,Europe,,28,Country 28
Eastern Mediterranean,73.5,2004,Asia and Oceania,,90,Country 90
Europe,81.690002,2007,Europe,,95,Country 95
Africa,57.98,2004,Africa,Central Africa,8,Country 8
Africa,51.950001,2002,Africa,Southern Africa,10,Country 10
Africa,58.060001,2005,Africa,Central Africa,8,Country 8
Americas,75.239998,2016,Americas,,88,Country 88
Europe,73.389999,1997,Europe,,18,Country 18
Western Pacific,58.34,2002,Asia and Oceania,,17,Country 17
Europe,66.120003,1999,Asia and Oceania,,14,Country 14
Europe,71.709999,2015,Europe,,29,Country 29
South-East Asia,68.790001,2006,Asia and Oceania,,27,Country 27
Africa,51.290001,2001,Africa,Western Africa,13,Country 13
Africa,54.5,2003,Africa,Central Africa,45,Country 45
Americas,70.029999,2003,Americas,,44,Country 44
Africa,58.099998,2015,Africa,Western Africa,122,Country 122
Africa,71.629997,2001,Africa,Eastern Africa,117,Country 117
Africa,43.869999,2001,Africa,Eastern Africa,39,Country 39
Eastern Mediterranean,74.099998,2012,Africa,Northern Africa,55,Country 55
Africa,62.599998,2008,Africa,Eastern Africa,2,Country 2
Europe,80.93,2009,Asia and Oceania,,34,Country 34
Eastern Mediterranean,72.379997,2005,Asia and Oceania,,52,Country 52
Africa,52.689999,2001,Africa,Western Africa,35,Country 35
Europe,80.910004,2016,Europe,,1,Country 1
Europe,74.279999,2013,Europe,,54,Country 54
Americas,76.669998,1997,Americas,,20,Country 20
Western Pacific,66.379997,2011,Asia and Oceania,,140,Country 140
Americas,78.639999,2013,Americas,,142,Country 142
Americas,75.440002,2010,Americas,,143,Country 143
Africa,54.880001,2007,Africa,Central Africa,141,Country 141
Europe,80.75,2015,Europe,,158,Country 158
Africa,58.939999,2009,Africa,Western Africa,156,Country 156
Europe,74.980003,2015,Europe,,157,Country 157
Eastern Mediterranean,76.470001,2000,Asia and Oceania,,155,Country 155
Americas,74.099998,2003,Americas,,72,Country 72
Americas,79.660004,2002,Americas,,147,Country 147
Americas,74.519997,2001,Americas,,146,Country 146
Eastern Mediterranean,69.790001,2002,Africa,Northern Africa,144,Country 144
Eastern Mediterranean,54.540001,2007,Asia and Oceania,,69,Country 69
Africa,53.32,2000,Africa,Central Africa,103,Country 103
Americas,73.900002,2004,Americas,,70,Country 70
Eastern Mediterranean,67.199997,2010,Asia and Oceania,,145,Country 145
Europe,80.790001,2014,Europe,,132,Country 132
Africa,55.869999,2006,Africa,Central Africa,62,Country 62
Africa,61.400002,2012,Africa,Central Africa,79,Country 79
Africa,61.27,2011,Africa,Western Africa,78,Country 78
South-East Asia,67.239998,2000,Asia and Oceania,,27,Country 27
Europe,68.769997,2009,Europe,,29,Country 29
Africa,53.209999,2007,Africa,Western Africa,13,Country 13
Western Pacific,82.239998,2006,Asia and Oceania,,80,Country 80
Eastern Mediterranean,75.790001,2009,Asia and Oceania,,163,Country 163
Africa,51.73,2004,Africa,Eastern Africa,81,Country 81
Africa,56.240002,2002,Africa,Western Africa,31,Country 31
Americas,79.910004,2007,Americas,,7,Country 7
Europe,74.610001,2010,Europe,,28,Country 28
Eastern Mediterranean,63.09,2003,Asia and Oceania,,30,Country 30
Africa,44.689999,2004,Africa,Central Africa,129,Country 129
South-East Asia,69.959999,2005,Asia and Oceania,,9,Country 9
Western Pacific,68.75,2016,Asia and Oceania,,86,Country 86
Africa,54.110001,2009,Africa,Eastern Africa,63,Country 63
Africa,60.02,2011,Africa,Southern Africa,10,Country 10
Western Pacific,79.82,2001,Asia and Oceania,,125,Country 125
Americas,73.919998,2008,Americas,,101,Country 101
Europe,63.93,2001,Asia and Oceania,,126,Country 126
Western Pacific,76.050003,2000,Asia and Oceania,,124,Country 124
Europe,78.529999,2003,Europe,,1,Country 1
Africa,69.540001,2014,Africa,Western Africa,127,Country 127
Europe,79.129997,2003,Europe,,104,Country 104
Europe,69.720001,2010,Europe,,151,Country 151
Africa,49.459999,2006,Africa,Southern Africa,152,Country 152
Americas,74.480003,2016,Americas,,159,Country 159
Americas,73,1998,Americas,,25,Country 25
South-East Asia,72.510002,2000,Asia and Oceania,,3,Country 3
Americas,74.959999,2000,Americas,,133,Country 133
Africa,69.230003,1998,Africa,Western Africa,6,Country 6
South-East Asia,63.830002,2000,Asia and Oceania,,9,Country 9
Africa,66.010002,2016,Africa,Western Africa,12,Country 12
Africa,55.669998,2012,Africa,Eastern Africa,63,Country 63
Africa,46.32,2007,Africa,Eastern Africa,135,Country 135
Europe,81.900002,2009,Europe,,134,Country 134
Eastern Mediterranean,75.669998,1998,Asia and Oceania,,85,Country 85
Americas,78.470001,2002,Americas,,7,Country 7
Europe,79.779999,1999,Europe,,95,Country 95
Europe,80.669998,2006,Europe,,82,Country 82
Americas,31.65,2010,Americas,,77,Country 77
Eastern Mediterranean,71.449997,2013,Africa,Northern Africa,144,Country 144
Americas,81.75,2013,Americas,,147,Country 147
Europe,76.260002,2001,Europe,,132,Country 132
Europe,72.330002,1997,Europe,,128,Country 128
Americas,77.730003,2014,Americas,,146,Country 146
Africa,63.98,2015,Africa,Central Africa,103,Country 103
Western Pacific,80.239998,2002,Asia and Oceania,,41,Country 41
Eastern Mediterranean,64.739998,2005,Asia and Oceania,,145,Country 145
Europe,77.370003,1999,Europe,,97,Country 97
Europe,65.279999,2000,Europe,,154,Country 154
Africa,72.68,2007,Africa,Eastern Africa,117,Country 117
Africa,55,2009,Africa,Western Africa,122,Country 122
South-East Asia,70.650002,2014,Asia and Oceania,,9,Country 9
Africa,54.66,2000,Africa,Western Africa,114,Country 114
Western Pacific,75.68,2014,Asia and Oceania,,112,Country 112
Africa,51.869999,2002,Africa,Eastern Africa,63,Country 63
Americas,80.57,2012,Americas,,7,Country 7
Europe,75.699997,2014,Europe,,28,Country 28
Eastern Mediterranean,64.349998,2007,Asia and Oceania,,30,Country 30
Africa,52.720001,2002,Africa,Western Africa,115,Country 115
Americas,67.800003,1998,Americas,,138,Country 138
Africa,59.360001,1998,Africa,Western Africa,12,Country 12
Eastern Mediterranean,79.699997,2016,Asia and Oceania,,85,Country 85
Africa,56.990002,2006,Africa,Western Africa,31,Country 31
Western Pacific,68.160004,2006,Asia and Oceania,,137,Country 137
Africa,54.779999,2009,Africa,Southern Africa,152,Country 152
Europe,77.720001,1998,Europe,,104,Country 104
Europe,68.550003,2005,Europe,,151,Country 151
Western Pacific,75.099998,1997,Asia and Oceania,,124,Country 124
Americas,74.599998,2011,Americas,,87,Country 87
Eastern Mediterranean,75.379997,2006,Africa,Northern Africa,32,Country 32
Europe,81.089996,2008,Europe,,33,Country 33
Americas,73.82,2000,Americas,,91,Country 91
Africa,54.32,2001,Africa,Southern Africa,162,Country 162
Africa,63.060001,2012,Africa,Eastern Africa,93,Country 93
Europe,69.959999,1998,Europe,,49,Country 49
Africa,64.480003,2007,Africa,Western Africa,5,Country 5
Americas,73.720001,2008,Americas,,88,Country 88
South-East Asia,63,2002,Asia and Oceania,,92,Country 92
Africa,45.540001,2002,Africa,Eastern Africa,89,Country 89
Europe,82.290001,2014,Europe,,94,Country 94
Europe,73.07,2012,Europe,,84,Country 84
Western Pacific,60.139999,2001,Asia and Oceania,,86,Country 86
Europe,76.709999,2012,Europe,,61,Country 61
Eastern Mediterranean,77.07,2005,Asia and Oceania,,85,Country 85
Eastern Mediterranean,77.769997,2008,Asia and Oceania,,60,Country 60
Africa,54.610001,1998,Africa,Western Africa,78,Country 78
Americas,63.84,2015,Americas,,77,Country 77
Europe,79.769997,2003,Europe,,82,Country 82
Europe,66.809998,2008,Asia and Oceania,,126,Country 126
Europe,81.440002,2010,Europe,,104,Country 104
Americas,76.809998,2001,Americas,,142,Country 142
Africa,66.779999,2007,Africa,Western Africa,127,Country 127
Western Pacific,64.860001,2007,Asia and Oceania,,140,Country 140
Western Pacific,79.989998,2009,Asia and Oceania,,124,Country 124
Africa,57.110001,1998,Africa,Western Africa,164,Country 164
Americas,75.459999,2006,Americas,,143,Country 143
Western Pacific,82.110001,2008,Asia and Oceania,,125,Country 125
Africa,56.959999,2011,Africa,Central Africa,141,Country 141
Americas,71.980003,2001,Americas,,101,Country 101
Europe,75.18,2005,Europe,,61,Country 61
Europe,72.080002,2005,Europe,,84,Country 84
Europe,75.779999,2005,Europe,,18,Country 18
Eastern Mediterranean,79.339996,2012,Asia and Oceania,,85,Country 85
Eastern Mediterranean,75.25,2001,Asia and Oceania,,60,Country 60
Africa,50.599998,1997,Africa,Central Africa,8,Country 8
Western Pacific,65.260002,2008,Asia and Oceania,,86,Country 86
Europe,80.169998,2009,Europe,,37,Country 37
Africa,68.910004,2010,Africa,Central Africa,165,Country 165
South-East Asia,68.370003,2006,Asia and Oceania,,40,Country 40
Africa,59.740002,2009,Africa,Western Africa,78,Country 78
Africa,53.689999,2006,Africa,Eastern Africa,81,Country 81
Africa,53.169998,2002,Africa,Western Africa,35,Country 35
Western Pacific,81.93,2004,Asia and Oceania,,80,Country 80
Africa,62.27,2014,Africa,Central Africa,79,Country 79
Europe,73.959999,2012,Europe,,51,Country 51
Western Pacific,65.160004,2012,Asia and Oceania,,17,Country 17
Americas,69.410004,2000,Americas,,153,Country 153
Europe,64.580002,2001,Asia and Oceania,,53,Country 53
Europe,77.040001,2001,Europe,,24,Country 24
Europe,67.540001,1999,Europe,,151,Country 151
Western Pacific,82.150002,2011,Asia and Oceania,,41,Country 41
Americas,77.029999,2011,Americas,,25,Country 25
Africa,59.77,2008,Africa,Central Africa,8,Country 8
Europe,71.75,2016,Asia and Oceania,,53,Country 53
Africa,64.160004,1999,Africa,Central Africa,165,Country 165
Americas,74.019997,2012,Americas,,159,Country 159
South-East Asia,68.269997,2010,Asia and Oceania,,43,Country 43
Western Pacific,70.309998,1998,Asia and Oceania,,105,Country 105
Africa,52.810001,2002,Africa,Western Africa,122,Country 122
Africa,74,2012,Africa,Eastern Africa,117,Country 117
Eastern Mediterranean,75.440002,2015,Asia and Oceania,,163,Country 163
Western Pacific,56.509998,1999,Asia and Oceania,,17,Country 17
Americas,74.25,2001,Americas,,72,Country 72
Europe,79.160004,2005,Europe,,1,Country 1
Eastern Mediterranean,75.940002,2016,Asia and Oceania,,52,Country 52
Americas,74.419998,2006,Americas,,70,Country 70
Eastern Mediterranean,53.849998,2005,Asia and Oceania,,69,Country 69
Africa,52.209999,2008,Africa,Southern Africa,162,Country 162
Africa,70.989998,1998,Africa,Eastern Africa,117,Country 117
Africa,60.349998,2012,Africa,Western Africa,31,Country 31
Americas,76.190002,1997,Americas,,15,Country 15
Eastern Mediterranean,66.459999,2013,Asia and Oceania,,30,Country 30
Europe,72.919998,2004,Europe,,28,Country 28
Eastern Mediterranean,67.540001,2014,Africa,Northern Africa,22,Country 22
Europe,68.160004,2001,Europe,,23,Country 23
Americas,76.019997,2008,Americas,,25,Country 25
Europe,77.339996,2002,Europe,,24,Country 24
South-East Asia,74.110001,2005,Asia and Oceania,,26,Country 26
Africa,52.5,2006,Africa,Southern Africa,10,Country 10
Europe,65.629997,1997,Europe,,29,Country 29
Africa,65.629997,2016,Africa,Eastern Africa,93,Country 93
Eastern Mediterranean,75.690002,2015,Asia and Oceania,,52,Country 52
Europe,79.07,2003,Asia and Oceania,,34,Country 34
Africa,53.139999,2011,Africa,Eastern Africa,39,Country 39
Eastern Mediterranean,72.5,2006,Africa,Northern Africa,55,Country 55
Africa,52.619999,2002,Africa,Eastern Africa,2,Country 2
Europe,76.559998,2011,Europe,,128,Country 128
Eastern Mediterranean,75.779999,2005,Asia and Oceania,,131,Country 131
Europe,68.400002,2009,Asia and Oceania,,19,Country 19
Eastern Mediterranean,74.790001,2005,Asia and Oceania,,130,Country 130
Americas,76.959999,2000,Americas,,20,Country 20
Africa,64.419998,2016,Africa,Western Africa,164,Country 164
Africa,57.790001,1998,Africa,Eastern Africa,148,Country 148
Africa,62.259998,2012,Africa,Central Africa,8,Country 8
South-East Asia,65.239998,2003,Asia and Oceania,,43,Country 43
Africa,65.550003,2014,Africa,Western Africa,113,Country 113
Eastern Mediterranean,62.610001,2000,Asia and Oceania,,83,Country 83
Americas,77.93,2012,Americas,,121,Country 121
Eastern Mediterranean,73.160004,2002,Asia and Oceania,,120,Country 120
Africa,55.450001,2001,Africa,Eastern Africa,119,Country 119
Africa,65.019997,2016,Africa,Western Africa,78,Country 78
Europe,75.160004,2016,Europe,,51,Country 51
Europe,78.839996,2002,Europe,,118,Country 118
Europe,79.18,2006,Europe,,116,Country 116
Africa,60.75,2010,Africa,Western Africa,108,Country 108
Eastern Mediterranean,76.489998,2013,Asia and Oceania,,107,Country 107
Europe,70.339996,1997,Europe,,64,Country 64
Europe,80.510002,2014,Europe,,106,Country 106
Americas,71.360001,2000,Americas,,88,Country 88
Africa,55.279999,2004,Africa,Eastern Africa,93,Country 93
Africa,53.029999,2010,Africa,Eastern Africa,89,Country 89
Americas,74.650002,2008,Americas,,91,Country 91
South-East Asia,66.120003,2010,Asia and Oceania,,92,Country 92
Europe,75.610001,2004,Europe,,18,Country 18
Africa,69.290001,2011,Africa,Central Africa,165,Country 165
Africa,67.040001,2015,Africa,Western Africa,5,Country 5
Europe,81.089996,2006,Europe,,94,Country 94
Africa,47.27,1998,Africa,Eastern Africa,47,Country 47
Europe,72.730003,2008,Europe,,64,Country 64
Europe,79.93,2007,Europe,,66,Country 66
Europe,66.400002,2001,Asia and Oceania,,19,Country 19
Americas,78.370003,2008,Americas,,20,Country 20
Africa,53.599998,1999,Africa,Western Africa,108,Country 108
Africa,45.509998,2009,Africa,Southern Africa,65,Country 65
South-East Asia,61.939999,1999,Asia and Oceania,,92,Country 92
Africa,58.200001,2011,Africa,Eastern Africa,47,Country 47
Europe,71.529999,2003,Europe,,49,Country 49
Western Pacific,73.18,2001,Asia and Oceania,,46,Country 46
Africa,44.400002,1999,Africa,Eastern Africa,89,Country 89
Africa,61.720001,2013,Africa,Eastern Africa,68,Country 68
Africa,49.5,2015,Africa,Southern Africa,50,Country 50
Americas,76.580002,2012,Americas,,71,Country 71
Africa,70.769997,2004,Africa,Western Africa,6,Country 6
Europe,75.139999,2005,Europe,,67,Country 67
Americas,73.940002,1997,Americas,,91,Country 91
Africa,58.720001,2013,Africa,Central Africa,45,Country 45
Africa,76.970001,2013,Africa,Northern Africa,48,Country 48
Americas,72.139999,2013,Americas,,44,Country 44
Europe,80.32,2011,Europe,,16,Country 16
Africa,72.93,2013,Africa,Western Africa,6,Country 6
Africa,61.139999,2007,Africa,Central Africa,11,Country 11
Africa,61.720001,2009,Africa,Western Africa,12,Country 12
Europe,82.269997,2016,Europe,,134,Country 134
Africa,51.450001,1999,Africa,Eastern Africa,63,Country 63
Americas,77.269997,2000,Americas,,15,Country 15
Western Pacific,66.769997,2015,Asia and Oceania,,17,Country 17
Europe,82.050003,2016,Europe,,33,Country 33
Africa,60.790001,2008,Africa,Western Africa,164,Country 164
Africa,52.720001,1997,Africa,Central Africa,141,Country 141
Eastern Mediterranean,61.509998,2002,Africa,Eastern Africa,59,Country 59
Europe,81.120003,2012,Europe,,111,Country 111
Europe,76.599998,1999,Europe,,158,Country 158
Europe,77.120003,2001,Europe,,58,Country 58
Europe,71.419998,1999,Europe,,157,Country 157
Europe,82.32,2012,Europe,,57,Country 57
